movie,year,rating,runtime,genre,imdbscore,metascore,votes
Lorenzo's Oil,1992.0,PG-13,129.0,['Drama'],7.3,80.0,19923.0
American Me,1992.0,R,125.0,"['Biography', 'Crime', 'Drama']",7.2,66.0,7676.0
Como agua para chocolate,1992.0,R,105.0,"['Drama', 'Romance']",7.1,86.0,16410.0
Benny's Video,1992.0,Not Rated,105.0,"['Crime', 'Drama']",7.2,60.0,13561.0
Hoffa,1992.0,R,140.0,"['Biography', 'Crime', 'Drama']",6.6,50.0,20802.0
Once Upon a Crime...,1992.0,PG,94.0,"['Comedy', 'Crime', 'Mystery']",5.9,35.0,3807.0
One False Move,1992.0,R,105.0,"['Crime', 'Drama']",7.1,87.0,9404.0
The Muppet Christmas Carol,1992.0,G,85.0,"['Comedy', 'Drama', 'Family']",7.7,64.0,46022.0
Light Sleeper,1992.0,R,103.0,"['Crime', 'Drama']",6.9,70.0,5405.0
Wind,1992.0,PG-13,126.0,"['Action', 'Drama', 'Sport']",6.4,57.0,2405.0
Children of the Corn II: The Final Sacrifice,1992.0,R,92.0,"['Horror', 'Thriller']",4.3,18.0,7414.0
The Distinguished Gentleman,1992.0,R,112.0,"['Comedy', 'Crime']",5.9,45.0,14817.0
Bob Roberts,1992.0,R,102.0,"['Comedy', 'Drama']",7.0,70.0,12889.0
Qing shao nian nuo zha,1992.0,Not Rated,106.0,"['Crime', 'Drama']",7.6,82.0,3248.0
Into the West,1992.0,PG,97.0,"['Adventure', 'Family', 'Fantasy']",7.0,71.0,2635.0
Seong lung wui,1992.0,PG-13,104.0,"['Action', 'Comedy']",6.5,54.0,10615.0
Brain Donors,1992.0,PG,80.0,['Comedy'],7.1,44.0,3904.0
Guncrazy,1992.0,R,97.0,"['Crime', 'Drama', 'Romance']",5.5,69.0,2052.0
The Long Day Closes,1992.0,PG,85.0,"['Biography', 'Drama']",7.4,85.0,2671.0
Night and the City,1992.0,R,105.0,"['Comedy', 'Crime', 'Drama']",5.8,61.0,4409.0
Map of the Human Heart,1992.0,R,109.0,"['Adventure', 'Drama', 'Romance']",7.1,71.0,3002.0
Tombstone,1993.0,R,130.0,"['Action', 'Biography', 'Drama']",7.8,50.0,121088.0
Jurassic Park,1993.0,PG-13,127.0,"['Action', 'Adventure', 'Sci-Fi']",8.1,68.0,830997.0
Schindler's List,1993.0,R,195.0,"['Biography', 'Drama', 'History']",8.9,94.0,1166225.0
Dazed and Confused,1993.0,R,102.0,['Comedy'],7.6,78.0,158262.0
True Romance,1993.0,R,119.0,"['Crime', 'Drama', 'Romance']",7.9,59.0,199438.0
Demolition Man,1993.0,R,115.0,"['Action', 'Sci-Fi', 'Thriller']",6.7,34.0,153229.0
What's Eating Gilbert Grape,1993.0,PG-13,118.0,['Drama'],7.8,73.0,207450.0
Groundhog Day,1993.0,PG,101.0,"['Comedy', 'Fantasy', 'Romance']",8.0,72.0,563914.0
The Sandlot,1993.0,PG,101.0,"['Comedy', 'Drama', 'Family']",7.8,55.0,75851.0
The Fugitive,1993.0,PG-13,130.0,"['Action', 'Crime', 'Drama']",7.8,87.0,258473.0
The Age of Innocence,1993.0,PG,139.0,"['Drama', 'Romance']",7.2,90.0,48858.0
Mrs. Doubtfire,1993.0,PG-13,125.0,"['Comedy', 'Drama', 'Family']",7.0,53.0,236081.0
Sleepless in Seattle,1993.0,PG,105.0,"['Comedy', 'Drama', 'Romance']",6.8,72.0,153132.0
Carlito's Way,1993.0,R,144.0,"['Crime', 'Drama', 'Thriller']",7.9,65.0,194072.0
Philadelphia,1993.0,PG-13,125.0,['Drama'],7.7,66.0,216689.0
Indecent Proposal,1993.0,R,117.0,"['Drama', 'Romance']",6.0,35.0,60575.0
The Nightmare Before Christmas,1993.0,PG,76.0,"['Animation', 'Family', 'Fantasy']",8.0,82.0,282453.0
A Bronx Tale,1993.0,R,121.0,"['Crime', 'Drama', 'Romance']",7.8,80.0,123307.0
The Three Musketeers,1993.0,PG,105.0,"['Action', 'Adventure', 'Comedy']",6.4,43.0,49090.0
The Piano,1993.0,R,121.0,"['Drama', 'Music', 'Romance']",7.6,89.0,76520.0
Addams Family Values,1993.0,PG-13,94.0,"['Comedy', 'Fantasy']",6.7,62.0,75874.0
The Remains of the Day,1993.0,PG,134.0,"['Drama', 'Romance']",7.8,84.0,62739.0
The Firm,1993.0,R,154.0,"['Drama', 'Mystery', 'Thriller']",6.8,58.0,112748.0
Sister Act 2: Back in the Habit,1993.0,PG,107.0,"['Comedy', 'Family', 'Music']",5.6,38.0,47209.0
Falling Down,1993.0,R,113.0,"['Crime', 'Drama', 'Thriller']",7.6,56.0,163778.0
In the Name of the Father,1993.0,R,133.0,"['Biography', 'Drama']",8.1,84.0,150146.0
"Blood In, Blood Out",1993.0,R,180.0,"['Crime', 'Drama']",8.0,47.0,27933.0
Last Action Hero,1993.0,PG-13,130.0,"['Action', 'Adventure', 'Comedy']",6.4,44.0,132269.0
Rudy,1993.0,PG,114.0,"['Biography', 'Drama', 'Sport']",7.5,71.0,53991.0
Free Willy,1993.0,PG,112.0,"['Adventure', 'Drama', 'Family']",6.0,79.0,66577.0
Robin Hood: Men in Tights,1993.0,PG-13,104.0,"['Adventure', 'Comedy', 'Musical']",6.7,44.0,112407.0
Rookie of the Year,1993.0,PG,103.0,"['Comedy', 'Family', 'Fantasy']",6.0,53.0,24065.0
Cliffhanger,1993.0,R,113.0,"['Action', 'Adventure', 'Thriller']",6.4,60.0,116243.0
The Pelican Brief,1993.0,PG-13,141.0,"['Crime', 'Drama', 'Mystery']",6.6,50.0,74046.0
RoboCop 3,1993.0,PG-13,104.0,"['Action', 'Crime', 'Sci-Fi']",4.1,40.0,44516.0
The Secret Garden,1993.0,G,101.0,"['Drama', 'Family', 'Fantasy']",7.3,74.0,35106.0
Cool Runnings,1993.0,PG,98.0,"['Adventure', 'Comedy', 'Family']",7.0,60.0,89130.0
Naked,1993.0,Not Rated,132.0,"['Comedy', 'Drama']",7.8,84.0,32580.0
Leprechaun,1993.0,R,92.0,"['Comedy', 'Fantasy', 'Horror']",4.8,17.0,22295.0
Sliver,1993.0,R,107.0,"['Drama', 'Thriller']",5.0,38.0,28064.0
In the Line of Fire,1993.0,R,128.0,"['Action', 'Crime', 'Drama']",7.2,74.0,89150.0
Three Colors: Blue,1993.0,R,94.0,"['Drama', 'Music', 'Mystery']",7.9,85.0,84414.0
This Boy's Life,1993.0,R,115.0,"['Biography', 'Drama']",7.3,60.0,45101.0
A Perfect World,1993.0,PG-13,138.0,"['Crime', 'Drama', 'Thriller']",7.6,71.0,71299.0
Benny & Joon,1993.0,PG,98.0,"['Comedy', 'Drama', 'Romance']",7.2,57.0,53375.0
Menace II Society,1993.0,R,97.0,"['Crime', 'Drama', 'Thriller']",7.5,76.0,49352.0
Kalifornia,1993.0,R,117.0,"['Crime', 'Drama', 'Thriller']",6.7,49.0,49665.0
The Crush,1993.0,R,89.0,"['Drama', 'Thriller']",5.9,34.0,15739.0
Dave,1993.0,PG-13,110.0,"['Comedy', 'Romance']",6.8,76.0,47528.0
Coneheads,1993.0,PG,88.0,"['Comedy', 'Sci-Fi']",5.3,49.0,49120.0
Searching for Bobby Fischer,1993.0,PG,109.0,"['Biography', 'Drama']",7.4,89.0,28451.0
The Good Son,1993.0,R,87.0,"['Drama', 'Thriller']",6.4,45.0,35339.0
Fire in the Sky,1993.0,PG-13,109.0,"['Biography', 'Drama', 'Fantasy']",6.6,42.0,20522.0
Poetic Justice,1993.0,R,109.0,"['Drama', 'Romance']",6.1,51.0,12139.0
The Vanishing,1993.0,R,109.0,"['Drama', 'Horror', 'Mystery']",6.3,49.0,22514.0
Short Cuts,1993.0,R,188.0,"['Comedy', 'Drama']",7.7,79.0,41151.0
The Beverly Hillbillies,1993.0,PG,92.0,"['Comedy', 'Family']",5.0,37.0,16925.0
Wayne's World 2,1993.0,PG-13,95.0,"['Comedy', 'Music']",6.2,60.0,75054.0
Grumpy Old Men,1993.0,PG-13,103.0,"['Comedy', 'Drama', 'Romance']",7.0,53.0,41614.0
Boxing Helena,1993.0,R,107.0,"['Drama', 'Mystery', 'Romance']",4.8,26.0,11140.0
Jason Goes to Hell: The Final Friday,1993.0,R,87.0,"['Fantasy', 'Horror', 'Thriller']",4.3,17.0,26916.0
The Joy Luck Club,1993.0,R,139.0,['Drama'],7.7,84.0,14637.0
Malice,1993.0,R,107.0,"['Crime', 'Mystery', 'Thriller']",6.4,52.0,21871.0
Teenage Mutant Ninja Turtles III,1993.0,PG,96.0,"['Action', 'Adventure', 'Comedy']",4.8,40.0,30003.0
Cronos,1993.0,R,94.0,['Horror'],6.7,70.0,25864.0
Rising Sun,1993.0,R,129.0,"['Action', 'Crime', 'Drama']",6.2,56.0,41093.0
Return of the Living Dead III,1993.0,R,97.0,['Horror'],5.9,47.0,13337.0
The Man Without a Face,1993.0,PG-13,115.0,['Drama'],6.7,62.0,27091.0
Needful Things,1993.0,R,120.0,"['Crime', 'Drama', 'Fantasy']",6.3,43.0,21801.0
CB4,1993.0,R,89.0,"['Comedy', 'Music']",6.3,49.0,8517.0
Swing Kids,1993.0,PG-13,112.0,"['Drama', 'Music']",6.8,39.0,15099.0
M. Butterfly,1993.0,R,101.0,"['Drama', 'Romance']",6.8,43.0,8364.0
Six Degrees of Separation,1993.0,R,112.0,"['Comedy', 'Drama', 'Mystery']",6.8,72.0,19245.0
Judgment Night,1993.0,R,110.0,"['Action', 'Crime', 'Drama']",6.6,46.0,14912.0
Body Snatchers,1993.0,R,87.0,"['Horror', 'Sci-Fi']",5.9,65.0,16151.0
3 Ninjas: Knuckle Up,1993.0,PG-13,85.0,"['Action', 'Comedy', 'Family']",4.3,39.0,5193.0
The Dark Half,1993.0,R,122.0,"['Horror', 'Mystery', 'Thriller']",6.0,53.0,15336.0
Red Rock West,1993.0,R,98.0,"['Crime', 'Drama', 'Thriller']",7.0,79.0,19439.0
Mad Dog and Glory,1993.0,R,97.0,"['Comedy', 'Crime', 'Drama']",6.2,71.0,19965.0
Even Cowgirls Get the Blues,1993.0,R,95.0,"['Comedy', 'Drama', 'Romance']",4.4,28.0,6930.0
Kika,1993.0,Unrated,114.0,['Comedy'],6.5,53.0,11911.0
King of the Hill,1993.0,PG-13,103.0,"['Drama', 'History']",7.4,86.0,7278.0
Mâdadayo,1993.0,Unrated,134.0,['Drama'],7.3,76.0,4736.0
Siu nin Wong Fei Hung chi: Tit ma lau,1993.0,PG-13,85.0,"['Action', 'Crime', 'Drama']",7.5,79.0,15058.0
Son of the Pink Panther,1993.0,PG,93.0,"['Comedy', 'Crime']",3.9,33.0,4709.0
Totally F***ed Up,1993.0,Unrated,78.0,"['Comedy', 'Drama', 'Romance']",6.3,62.0,2573.0
The Shawshank Redemption,1994.0,R,142.0,['Drama'],9.3,80.0,2243460.0
Pulp Fiction,1994.0,R,154.0,"['Crime', 'Drama']",8.9,94.0,1757293.0
Forrest Gump,1994.0,PG-13,142.0,"['Drama', 'Romance']",8.8,82.0,1730051.0
Léon: The Professional,1994.0,R,110.0,"['Action', 'Crime', 'Drama']",8.5,64.0,993129.0
The Lion King,1994.0,G,88.0,"['Animation', 'Adventure', 'Drama']",8.5,88.0,904635.0
Ace Ventura: Pet Detective,1994.0,PG-13,86.0,['Comedy'],6.9,37.0,269109.0
Legends of the Fall,1994.0,R,133.0,"['Drama', 'Romance', 'War']",7.6,45.0,142222.0
The Mask,1994.0,PG-13,101.0,"['Action', 'Comedy', 'Crime']",6.9,56.0,333161.0
The Crow,1994.0,R,102.0,"['Action', 'Drama', 'Fantasy']",7.6,71.0,161957.0
True Lies,1994.0,R,141.0,"['Action', 'Comedy', 'Thriller']",7.2,63.0,230175.0
Speed,1994.0,R,116.0,"['Action', 'Adventure', 'Thriller']",7.2,78.0,318274.0
Interview with the Vampire: The Vampire Chronicles,1994.0,R,123.0,"['Drama', 'Horror']",7.6,59.0,286295.0
Dumb and Dumber,1994.0,PG-13,107.0,['Comedy'],7.3,41.0,343955.0
Stargate,1994.0,PG-13,116.0,"['Action', 'Adventure', 'Sci-Fi']",7.1,42.0,170795.0
Little Women,1994.0,PG,115.0,"['Drama', 'Family', 'Romance']",7.3,87.0,49195.0
Natural Born Killers,1994.0,R,118.0,"['Action', 'Crime', 'Drama']",7.3,74.0,210031.0
Four Weddings and a Funeral,1994.0,R,117.0,"['Comedy', 'Drama', 'Romance']",7.0,81.0,134012.0
The Little Rascals,1994.0,PG,82.0,"['Comedy', 'Family', 'Romance']",6.3,45.0,41497.0
Wyatt Earp,1994.0,PG-13,191.0,"['Adventure', 'Biography', 'Crime']",6.7,47.0,44025.0
The Flintstones,1994.0,PG,91.0,"['Comedy', 'Family', 'Fantasy']",4.9,38.0,73571.0
Clear and Present Danger,1994.0,PG-13,141.0,"['Action', 'Crime', 'Drama']",6.9,74.0,86349.0
Chungking Express,1994.0,PG-13,102.0,"['Comedy', 'Crime', 'Drama']",8.1,77.0,58439.0
Ed Wood,1994.0,R,127.0,"['Biography', 'Comedy', 'Drama']",7.8,70.0,161831.0
Three Colors: Red,1994.0,R,99.0,"['Drama', 'Mystery', 'Romance']",8.1,100.0,85730.0
Reality Bites,1994.0,PG-13,99.0,"['Comedy', 'Drama', 'Romance']",6.6,67.0,44371.0
Ri¢hie Ri¢h,1994.0,PG,95.0,"['Comedy', 'Family']",5.4,49.0,61779.0
In the Mouth of Madness,1994.0,R,95.0,"['Drama', 'Horror', 'Mystery']",7.2,53.0,58509.0
Clerks,1994.0,R,92.0,['Comedy'],7.7,70.0,207862.0
Blue Chips,1994.0,PG-13,108.0,"['Drama', 'Sport']",6.2,54.0,11759.0
Muriel's Wedding,1994.0,R,106.0,"['Comedy', 'Drama']",7.2,63.0,33969.0
"The Adventures of Priscilla, Queen of the Desert",1994.0,R,104.0,"['Comedy', 'Music']",7.4,70.0,45062.0
Color of Night,1994.0,R,121.0,"['Mystery', 'Romance', 'Thriller']",5.2,36.0,22178.0
Star Trek: Generations,1994.0,PG,118.0,"['Action', 'Adventure', 'Mystery']",6.6,55.0,74036.0
Naked Gun 33 1/3: The Final Insult,1994.0,PG-13,83.0,"['Comedy', 'Crime']",6.5,63.0,93744.0
Maverick,1994.0,PG,127.0,"['Action', 'Adventure', 'Comedy']",7.0,62.0,98836.0
Disclosure,1994.0,R,128.0,"['Drama', 'Thriller']",6.1,58.0,44906.0
Blank Check,1994.0,PG,93.0,"['Comedy', 'Crime', 'Family']",5.3,42.0,18321.0
The Jungle Book,1994.0,PG,111.0,"['Adventure', 'Family', 'Romance']",6.0,63.0,15926.0
Airheads,1994.0,PG-13,92.0,"['Comedy', 'Crime', 'Music']",6.1,46.0,44947.0
The Client,1994.0,PG-13,119.0,"['Crime', 'Drama', 'Mystery']",6.7,65.0,57550.0
Wes Craven's New Nightmare,1994.0,R,112.0,"['Fantasy', 'Horror', 'Mystery']",6.4,64.0,49126.0
Nobody's Fool,1994.0,R,110.0,"['Comedy', 'Drama']",7.4,86.0,17848.0
Timecop,1994.0,R,99.0,"['Action', 'Crime', 'Sci-Fi']",5.9,48.0,53996.0
The Hudsucker Proxy,1994.0,PG,111.0,"['Comedy', 'Drama', 'Fantasy']",7.2,53.0,75182.0
Three Colors: White,1994.0,R,92.0,"['Comedy', 'Drama', 'Romance']",7.6,88.0,60324.0
The Getaway,1994.0,R,115.0,"['Action', 'Adventure', 'Crime']",5.8,51.0,16613.0
Once Were Warriors,1994.0,R,102.0,"['Crime', 'Drama']",7.9,77.0,30574.0
Beverly Hills Cop III,1994.0,R,104.0,"['Action', 'Comedy', 'Crime']",5.6,16.0,73851.0
The Last Seduction,1994.0,R,110.0,"['Crime', 'Drama', 'Romance']",7.0,85.0,20149.0
Death Wish V: The Face of Death,1994.0,R,95.0,"['Action', 'Crime', 'Drama']",4.9,25.0,6725.0
Shallow Grave,1994.0,R,89.0,"['Crime', 'Thriller']",7.3,67.0,55151.0
Angels in the Outfield,1994.0,PG,102.0,"['Comedy', 'Family', 'Fantasy']",6.2,44.0,28128.0
City Slickers II: The Legend of Curly's Gold,1994.0,PG-13,116.0,['Comedy'],5.5,43.0,17615.0
It Could Happen to You,1994.0,PG,101.0,"['Comedy', 'Drama', 'Romance']",6.4,64.0,34026.0
The Santa Clause,1994.0,PG,97.0,"['Comedy', 'Drama', 'Family']",6.5,57.0,91581.0
Sirens,1994.0,R,98.0,"['Comedy', 'Drama', 'Romance']",5.8,64.0,9810.0
Don Juan DeMarco,1994.0,PG-13,97.0,"['Comedy', 'Drama', 'Romance']",6.7,63.0,46996.0
Quiz Show,1994.0,PG-13,133.0,"['Biography', 'Drama', 'History']",7.5,92.0,62958.0
Serial Mom,1994.0,R,95.0,"['Comedy', 'Crime', 'Thriller']",6.8,64.0,26023.0
Junior,1994.0,PG-13,109.0,"['Comedy', 'Romance', 'Sci-Fi']",4.6,59.0,63391.0
Pom Poko,1994.0,PG,119.0,"['Animation', 'Comedy', 'Drama']",7.3,77.0,22540.0
My Father the Hero,1994.0,PG,90.0,"['Comedy', 'Romance']",5.5,42.0,10288.0
The Next Karate Kid,1994.0,PG,107.0,"['Action', 'Drama', 'Family']",4.4,36.0,24425.0
Exotica,1994.0,R,103.0,['Drama'],7.0,71.0,17329.0
3 Ninjas Kick Back,1994.0,PG,93.0,"['Action', 'Comedy', 'Family']",4.6,39.0,8227.0
Highlander: The Final Dimension,1994.0,PG-13,99.0,"['Action', 'Fantasy', 'Romance']",4.5,28.0,19375.0
Crooklyn,1994.0,PG-13,115.0,"['Comedy', 'Drama']",7.0,65.0,8717.0
Spanking the Monkey,1994.0,Unrated,100.0,"['Comedy', 'Drama']",6.2,66.0,5849.0
Il Postino,1994.0,PG,108.0,"['Biography', 'Comedy', 'Drama']",7.7,81.0,32310.0
Iron Will,1994.0,PG,108.0,"['Adventure', 'Family']",6.6,56.0,7145.0
PCU,1994.0,PG-13,79.0,['Comedy'],6.6,42.0,11750.0
Surviving the Game,1994.0,R,96.0,"['Action', 'Adventure', 'Crime']",6.2,41.0,10246.0
Death and the Maiden,1994.0,R,103.0,"['Drama', 'Mystery', 'Thriller']",7.3,72.0,21763.0
The Legend of Drunken Master,1994.0,R,102.0,"['Action', 'Comedy']",7.6,74.0,41851.0
Ready to Wear,1994.0,R,133.0,"['Comedy', 'Drama']",5.1,48.0,14094.0
The Madness of King George,1994.0,PG-13,110.0,"['Biography', 'Comedy', 'Drama']",7.2,89.0,14863.0
On Deadly Ground,1994.0,R,101.0,"['Action', 'Adventure', 'Thriller']",4.6,33.0,21604.0
Renaissance Man,1994.0,PG-13,128.0,"['Comedy', 'Drama']",6.2,44.0,16309.0
Police Academy: Mission to Moscow,1994.0,PG,83.0,"['Comedy', 'Crime']",3.6,11.0,30989.0
Ashes of Time,1994.0,R,100.0,"['Action', 'Drama']",7.2,69.0,12594.0
Cabin Boy,1994.0,PG-13,80.0,"['Adventure', 'Comedy', 'Romance']",5.4,21.0,7961.0
Fresh,1994.0,R,114.0,"['Crime', 'Drama', 'Thriller']",7.6,81.0,11783.0
I.Q.,1994.0,PG,100.0,"['Comedy', 'Romance']",6.2,66.0,23057.0
The Paper,1994.0,R,112.0,"['Comedy', 'Drama']",6.6,70.0,12533.0
Mixed Nuts,1994.0,PG-13,97.0,"['Comedy', 'Drama']",5.5,14.0,10066.0
Love Affair,1994.0,PG-13,108.0,"['Comedy', 'Drama', 'Romance']",6.0,55.0,4319.0
The Favor,1994.0,R,97.0,"['Comedy', 'Romance']",5.2,51.0,2519.0
Guarding Tess,1994.0,PG-13,96.0,"['Comedy', 'Drama']",6.2,46.0,15167.0
River of Grass,1994.0,Not Rated,76.0,['Drama'],6.6,69.0,1396.0
Little Odessa,1994.0,R,98.0,"['Crime', 'Drama']",6.7,62.0,7134.0
Swimming with Sharks,1994.0,R,93.0,"['Comedy', 'Crime']",7.1,66.0,21448.0
Being Human,1994.0,PG-13,122.0,"['Comedy', 'Drama']",5.5,33.0,3748.0
71 Fragmente einer Chronologie des Zufalls,1994.0,Not Rated,100.0,['Drama'],7.2,71.0,6566.0
Barcelona,1994.0,PG-13,101.0,"['Comedy', 'Drama', 'Romance']",7.0,74.0,5503.0
Cobb,1994.0,R,128.0,"['Biography', 'Drama', 'Sport']",6.4,66.0,6914.0
Amateur,1994.0,R,105.0,"['Comedy', 'Crime', 'Drama']",6.9,53.0,5389.0
Mrs. Parker and the Vicious Circle,1994.0,R,125.0,"['Biography', 'Drama']",6.4,66.0,4152.0
Se7en,1995.0,R,127.0,"['Crime', 'Drama', 'Mystery']",8.6,65.0,1381003.0
Heat,1995.0,R,170.0,"['Crime', 'Drama', 'Thriller']",8.2,76.0,554352.0
The Usual Suspects,1995.0,R,106.0,"['Crime', 'Mystery', 'Thriller']",8.5,77.0,956583.0
Braveheart,1995.0,R,178.0,"['Biography', 'Drama', 'History']",8.3,68.0,932674.0
Clueless,1995.0,PG-13,97.0,"['Comedy', 'Romance']",6.8,68.0,169911.0
Bad Boys,1995.0,R,119.0,"['Action', 'Comedy', 'Crime']",6.9,41.0,231602.0
Toy Story,1995.0,G,81.0,"['Animation', 'Adventure', 'Comedy']",8.3,95.0,853328.0
Casino,1995.0,R,178.0,"['Crime', 'Drama']",8.2,73.0,444219.0
12 Monkeys,1995.0,R,129.0,"['Mystery', 'Sci-Fi', 'Thriller']",8.0,74.0,562786.0
Showgirls,1995.0,NC-17,128.0,['Drama'],4.9,16.0,59873.0
GoldenEye,1995.0,PG-13,130.0,"['Action', 'Adventure', 'Thriller']",7.2,65.0,232401.0
Jumanji,1995.0,PG,104.0,"['Adventure', 'Comedy', 'Family']",7.0,39.0,294497.0
Mortal Kombat,1995.0,PG-13,101.0,"['Action', 'Adventure', 'Fantasy']",5.8,58.0,98542.0
Apollo 13,1995.0,PG,140.0,"['Adventure', 'Drama', 'History']",7.6,77.0,258608.0
Kids,1995.0,Unrated,91.0,['Drama'],7.1,63.0,70896.0
Batman Forever,1995.0,PG-13,121.0,"['Action', 'Adventure', 'Fantasy']",5.4,51.0,229199.0
Outbreak,1995.0,R,127.0,"['Action', 'Drama', 'Thriller']",6.6,64.0,115557.0
Before Sunrise,1995.0,R,101.0,"['Drama', 'Romance']",8.1,77.0,256879.0
Waterworld,1995.0,PG-13,135.0,"['Action', 'Adventure', 'Sci-Fi']",6.2,56.0,174495.0
Tommy Boy,1995.0,PG-13,97.0,"['Adventure', 'Comedy']",7.1,46.0,74016.0
Tank Girl,1995.0,R,104.0,"['Action', 'Comedy', 'Sci-Fi']",5.3,46.0,29389.0
Sense and Sensibility,1995.0,PG,136.0,"['Drama', 'Romance']",7.6,84.0,98009.0
Pocahontas,1995.0,G,81.0,"['Animation', 'Adventure', 'Drama']",6.7,58.0,163626.0
Die Hard with a Vengeance,1995.0,R,128.0,"['Action', 'Adventure', 'Thriller']",7.6,58.0,354150.0
Leaving Las Vegas,1995.0,R,111.0,"['Drama', 'Romance']",7.5,82.0,111195.0
Billy Madison,1995.0,PG-13,89.0,['Comedy'],6.4,16.0,126964.0
The Quick and the Dead,1995.0,R,107.0,"['Action', 'Romance', 'Thriller']",6.4,49.0,82107.0
Desperado,1995.0,R,104.0,"['Action', 'Crime', 'Thriller']",7.2,55.0,167030.0
Ghost in the Shell,1995.0,Not Rated,83.0,"['Animation', 'Action', 'Crime']",8.0,76.0,123447.0
Species,1995.0,R,108.0,"['Action', 'Horror', 'Sci-Fi']",5.8,49.0,72072.0
"To Wong Foo Thanks for Everything, Julie Newmar",1995.0,PG-13,109.0,"['Comedy', 'Drama']",6.6,60.0,27321.0
Hackers,1995.0,PG-13,105.0,"['Comedy', 'Crime', 'Drama']",6.3,46.0,63820.0
Friday,1995.0,R,91.0,"['Comedy', 'Drama']",7.3,54.0,95670.0
Heavyweights,1995.0,PG,100.0,"['Comedy', 'Drama', 'Family']",6.6,42.0,24354.0
Empire Records,1995.0,PG-13,90.0,"['Comedy', 'Drama', 'Music']",6.7,30.0,47858.0
The Bridges of Madison County,1995.0,PG-13,135.0,"['Drama', 'Romance']",7.6,66.0,69804.0
The Basketball Diaries,1995.0,R,102.0,"['Biography', 'Crime', 'Drama']",7.3,46.0,98824.0
Mr. Holland's Opus,1995.0,PG,143.0,"['Drama', 'Music']",7.3,59.0,34623.0
Babe,1995.0,G,91.0,"['Comedy', 'Drama', 'Family']",6.7,83.0,113819.0
Casper,1995.0,PG,100.0,"['Comedy', 'Family', 'Fantasy']",6.1,49.0,115041.0
While You Were Sleeping,1995.0,PG,103.0,"['Comedy', 'Drama', 'Romance']",6.7,67.0,88458.0
Crimson Tide,1995.0,R,116.0,"['Action', 'Drama', 'Thriller']",7.3,66.0,97792.0
Sabrina,1995.0,PG,127.0,"['Comedy', 'Drama', 'Romance']",6.3,56.0,35355.0
The American President,1995.0,PG-13,114.0,"['Comedy', 'Drama', 'Romance']",6.8,67.0,50129.0
To Die For,1995.0,R,106.0,"['Comedy', 'Crime', 'Drama']",6.8,86.0,42230.0
Strange Days,1995.0,R,145.0,"['Action', 'Crime', 'Drama']",7.2,66.0,65202.0
The Brady Bunch Movie,1995.0,PG-13,90.0,['Comedy'],6.0,54.0,20088.0
Mallrats,1995.0,R,94.0,"['Comedy', 'Romance']",7.1,41.0,113258.0
Virtuosity,1995.0,R,106.0,"['Action', 'Crime', 'Sci-Fi']",5.6,39.0,27151.0
It Takes Two,1995.0,PG,101.0,"['Comedy', 'Family', 'Romance']",5.9,45.0,19819.0
Dead Man,1995.0,R,121.0,"['Adventure', 'Drama', 'Fantasy']",7.6,62.0,87665.0
Major Payne,1995.0,PG-13,95.0,"['Adventure', 'Comedy', 'Family']",6.3,34.0,29511.0
Whisper of the Heart,1995.0,G,111.0,"['Animation', 'Drama', 'Family']",7.9,75.0,46391.0
Dangerous Minds,1995.0,R,99.0,"['Biography', 'Drama']",6.5,47.0,46992.0
Ace Ventura: When Nature Calls,1995.0,PG-13,90.0,"['Adventure', 'Comedy', 'Crime']",6.4,45.0,197048.0
The Prophecy,1995.0,R,98.0,"['Action', 'Crime', 'Drama']",6.5,44.0,28196.0
A Little Princess,1995.0,G,97.0,"['Drama', 'Family', 'Fantasy']",7.7,83.0,31035.0
Mighty Morphin Power Rangers: The Movie,1995.0,PG,95.0,"['Action', 'Adventure', 'Family']",5.2,40.0,24582.0
Get Shorty,1995.0,R,105.0,"['Comedy', 'Crime', 'Thriller']",6.9,82.0,73821.0
The Net,1995.0,PG-13,114.0,"['Action', 'Crime', 'Drama']",5.9,51.0,58751.0
The City of Lost Children,1995.0,R,112.0,"['Fantasy', 'Sci-Fi']",7.5,73.0,63445.0
Dead Man Walking,1995.0,R,122.0,"['Crime', 'Drama']",7.5,80.0,86166.0
Higher Learning,1995.0,R,127.0,"['Crime', 'Drama', 'Thriller']",6.5,54.0,17533.0
Congo,1995.0,PG-13,109.0,"['Action', 'Adventure', 'Mystery']",5.3,22.0,41024.0
French Kiss,1995.0,PG-13,111.0,"['Comedy', 'Drama', 'Romance']",6.6,50.0,45689.0
Fallen Angels,1995.0,R,99.0,"['Comedy', 'Crime', 'Drama']",7.7,71.0,23836.0
Rob Roy,1995.0,R,139.0,"['Adventure', 'Biography', 'Drama']",6.9,55.0,39635.0
Safe,1995.0,R,119.0,['Drama'],7.2,76.0,12649.0
Cutthroat Island,1995.0,PG-13,124.0,"['Action', 'Adventure', 'Comedy']",5.7,37.0,25247.0
Welcome to the Dollhouse,1995.0,R,88.0,"['Comedy', 'Drama']",7.4,83.0,31019.0
The Indian in the Cupboard,1995.0,PG,96.0,"['Drama', 'Family', 'Fantasy']",6.0,58.0,25223.0
Copycat,1995.0,R,123.0,"['Drama', 'Mystery', 'Thriller']",6.6,54.0,52269.0
A Walk in the Clouds,1995.0,PG-13,102.0,"['Drama', 'Romance']",6.7,54.0,30608.0
